,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 529,1,1,0.773410228687804,0.775462714572437,0.790367345641367,0.744660747215617,0.697852773139253,0.832621472865809,0.760749946768861,0.838098929869011,0.909487762622535,0.838877305475064,0.86098011218477,0.844275363594294,0.992206699531525,0.987003374397755,0.958763690982014,0.957626019492745,0.920820494797081,0.989137957803905,0.949099175538868,0.960710026565939,1,1,1,1,1,1,1,1,1
Sample No. 530,1,1,1,1,1,1,1,0.69270552739175,0.772296283570118,0.801637947584037,0.770084056597203,0.715977411811706,0.700782337879296,0.693029342732858,0.916801536532119,0.868143114568666,0.866277611915953,0.918452843694948,0.887777449947782,0.987733120117336,0.949215094186366,0.9852523227036,0.975597467813641,0.996852913871408,0.921830086801201,0.943065269440413,0.983841475844383,1,1,1,1
Sample No. 531,1,0.81079356660042,0.809332925431896,0.756202696230262,0.70095547820814,0.716608147860039,0.720861372865271,0.699678489148151,0.860547237937339,0.860487877178937,0.851833841224201,0.873225924193859,0.867406326828524,0.991365341618657,0.983807117976248,0.96125152984634,0.935992622226477,0.922076118160039,0.934747902713716,0.959446231592447,0.96312567314133,1,1,1,1,1,1,1,1,1,1
Sample No. 532,1,1,1,0.802064026509412,0.724967832073104,0.734999203823041,0.815376249434426,0.767900220736861,0.756038236514665,0.804212502787355,0.899231282960623,0.89186770314537,0.903665635537356,0.838520055722445,0.884448365328833,0.924726160746068,0.950451077166945,0.939333008006215,0.94980979885906,0.941937336660922,0.997468736264855,0.934492669496685,0.949335466399789,1,1,1,1,1,1,1,1
Sample No. 533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.697662463424727,0.800014699344989,0.813061454823706,0.833524177364539,0.72530157123832,0.761686108437367,0.76121287240088,0.899855306110345,0.866541184057482,0.862583021347411,0.883066593316384
Sample No. 534,1,1,1,1,1,1,1,1,1,1,1,0.747695224570576,0.822328192905057,0.766818989279214,0.796847753309645,0.687807412027847,0.731970270887483,0.822310824553948,0.850540622607805,0.890751462630928,0.875269083603285,0.861420176632702,0.906301822408103,0.997265573590994,0.990094978976995,0.944674309007823,0.976213102377951,0.963040739689022,0.956472781207413,0.931989420112223,0.950611316934228
Sample No. 535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714248009982053,0.692054862949532,0.792762504403014,0.763726387616713,0.708760250989813,0.781512030692771,0.823364202423487,0.859637610520236,0.904652766227722,0.870340285953134,0.892515263059177,0.915784096513875,0.930743514169008
Sample No. 536,1,1,1,1,0.738327716280706,0.771534392599948,0.7868368611685,0.81005770025216,0.757205504680984,0.768289416110143,0.802677639936097,0.893865907974541,0.856839478239417,0.913070569344796,0.883572398229502,0.915174189050682,0.969443764910102,0.92649113425985,0.93797899434343,0.959765290115029,0.94700004266575,0.974974454939365,0.967253799047321,0.999598617199808,1,1,1,1,1,1,1
Sample No. 537,1,1,1,1,1,0.798283068941906,0.74469592463132,0.775447350404225,0.791855366296601,0.718531064574141,0.744529642305803,0.743660343497992,0.913694400926121,0.915937733097002,0.867003189668059,0.891037758793682,0.861925533398986,0.973997885603458,0.960163471698761,0.995082030631602,0.948328255265951,0.922391207050532,0.93103037007153,0.982514012549073,0.999579667169601,1,1,1,1,1,1
Sample No. 538,1,0.784821343842428,0.711926158367656,0.813949819318019,0.68628876910219,0.746929410869721,0.709695736727677,0.819973177243024,0.838417645995505,0.871648801017553,0.883463209073991,0.905526051838882,0.839160573194735,0.928510578759015,0.928831817377359,0.998903844989836,0.975537285245955,0.990223870836198,0.977359476741403,0.943220864869654,0.995936716366559,1,1,1,1,1,1,1,1,1,1
Sample No. 539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.709708473832812,0.741418000346981,0.689704436903354,0.72824590586964,0.826717300015967,0.826759076050017,0.821945845930837,0.878317159249447,0.83665073500108,0.855710407042876,0.874870768235996,0.894985110787675,0.960692604202777,0.939256586097181
Sample No. 540,1,1,1,1,1,1,1,1,1,1,1,1,0.693346759957727,0.695968084923457,0.774363074848894,0.762471616118215,0.74261735618487,0.691971455853432,0.707700434247032,0.905065577993169,0.879557505594566,0.879179315959103,0.891316713202745,0.844745712609962,0.941358024012297,0.984773355983198,0.953686422035098,0.946395124942064,0.995422534924,0.963952656909823,0.927103140149266
Sample No. 541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.704964034691453,0.699595742196776,0.707589231642429,0.691332677508704,0.712047526823822,0.782672029863112,0.829425683164969,0.907001169879921,0.907394097393379,0.87754947752133
Sample No. 542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 543,1,1,1,0.744843109349255,0.79703537788149,0.783500379022676,0.817574959366117,0.717430798547808,0.813764614671469,0.752471238899976,0.857246217628941,0.900088885036297,0.85848446773272,0.919370666523464,0.91118491309043,0.946222493164241,0.98788188578561,0.94806456586346,0.944414076972753,0.969313046336174,0.920393179710954,0.999505874142051,0.998015094529837,1,1,1,1,1,1,1,1
Sample No. 544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 545,1,1,1,1,1,1,1,0.834274885478895,0.693480113697238,0.808950549400412,0.79606159351673,0.811281158986036,0.757530554012861,0.828802721436601,0.904090385504998,0.880909886712208,0.87663989841193,0.859298566336744,0.892948928125203,0.959497378468513,0.944104152582586,0.9609581964463,0.990030970107764,0.986319954041392,0.95256916789338,0.967005962468684,0.970312301814556,1,1,1,1
Sample No. 546,1,1,1,1,1,1,1,1,1,1,1,0.825993700687774,0.810013102659956,0.769803232770879,0.818571320526768,0.800728799602017,0.691406943964772,0.770018984320573,0.876221707495861,0.870690031231381,0.895229781846516,0.883837667653337,0.895734736289829,0.953500423599035,0.941509643215686,0.953127004560083,0.958262478895485,0.991230197548866,0.968768583647907,0.930140592250973,0.995832758601755
Sample No. 547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.703828557477333,0.778237270646729,0.733630928538274,0.708875932534225,0.828481652740389,0.738572284045164,0.726856848354451,0.846210445238277,0.909758560540155,0.862273811981082,0.90531099080015
Sample No. 548,1,1,1,1,1,1,0.782558732516132,0.791443591438234,0.748602386146318,0.699206129230093,0.700641680393834,0.763295459446032,0.727403147380333,0.888623772683553,0.856572149812244,0.895413646534085,0.877858347697184,0.85903533436358,0.994802839569747,0.964241763874888,0.978011920955032,0.961309884376824,0.959381147362292,0.921049957126379,0.992037527728826,0.971154070086777,1,1,1,1,1
Sample No. 549,1,1,1,1,1,1,1,1,1,0.723217728723772,0.728611832451075,0.691808332457673,0.698937432515901,0.748402310292236,0.718324389927089,0.755705352792516,0.909612230076455,0.890448336925358,0.904470378621481,0.874033848506399,0.838468001767993,0.924961820859462,0.927244846709073,0.944561688490212,0.941008350420743,0.98733632851392,0.961931075211614,0.932947143130004,0.987855834010988,1,1
Sample No. 550,1,1,1,1,1,0.76828170737857,0.72608762028534,0.709485494463239,0.812876670599449,0.766220794468187,0.686619287032168,0.753713417427149,0.838246199927293,0.903418113326654,0.853910601300187,0.910685646673664,0.885448936786503,0.930054150111973,0.944815852306783,0.942176970392466,0.93555224115029,0.996437786910683,0.986881663668901,0.967201401162893,0.974701252877712,1,1,1,1,1,1
Sample No. 551,1,1,0.782462361130398,0.790272238141857,0.694794661960565,0.737380203175358,0.790855285387021,0.689300822665915,0.706000193931628,0.885904281899333,0.902053805506788,0.837833827077411,0.908964671668597,0.898549050829373,0.987437266949564,0.983506612367928,0.984976961575449,0.965797351356596,0.984549340289086,0.969009696487337,0.933112138025463,0.961948816236109,1,1,1,1,1,1,1,1,1
Sample No. 552,1,1,1,1,1,1,1,1,1,1,1,0.777343463293742,0.772098626418971,0.729586455564946,0.689786115511321,0.760793600523844,0.751716222452465,0.77545483652642,0.85473728228081,0.870207237349823,0.866273854183033,0.912519274105318,0.842751285560429,0.960431361719966,0.929783607963473,0.978561633080244,0.960967513862997,0.970535908881575,0.986136638112366,0.925880077593029,0.977392227984965
Sample No. 553,1,1,1,1,1,1,1,1,0.703169150291011,0.830715346186422,0.815092808044516,0.76490927947592,0.78573048347747,0.713060020284262,0.736054537889082,0.907638732407242,0.916616298830137,0.847894042325206,0.900600097849965,0.845995130378753,0.970077952500433,0.964094577357173,0.949692415576428,0.929130739737302,0.924473162274808,0.936242545116693,0.920600412208587,0.995875397343189,1,1,1
Sample No. 554,1,1,1,1,1,1,1,1,1,1,1,1,1,0.808745399072301,0.776754784736782,0.821742329305504,0.809509428789839,0.750512518537231,0.803456137377303,0.696548619134352,0.896730263758451,0.899984926118515,0.8696441134708,0.877623848460615,0.844271007178351,0.988296825718135,0.937066465727985,0.970994767118245,0.996146365907043,0.976062714755535,0.92257442381233
Sample No. 555,1,1,1,1,1,1,1,1,0.74860557025671,0.709724600789137,0.759732711002231,0.780021776365116,0.718814591354691,0.771882840503473,0.747461245454848,0.879309983540326,0.847006305005401,0.851720602572896,0.876101888533682,0.846324240112677,0.947113603912294,0.992480038311332,0.938077624849975,0.974214630424976,0.95929084058851,0.968301620576531,0.963402801658958,0.971541233006865,1,1,1
Sample No. 556,1,1,1,1,1,1,1,1,0.754113123252988,0.728481666314416,0.705785870693158,0.77356768850144,0.805762855675071,0.804705687404144,0.816498244112823,0.891661029712297,0.875827715433203,0.90112041455321,0.87424905128032,0.893519843215123,0.929637586921453,0.93885318139568,0.920158741679043,0.92902949821204,0.983854888863862,0.936407944131643,0.977471159733832,0.923700920976698,1,1,1
Sample No. 557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.730513834256213,0.765589186247904,0.70575549076451,0.769179834065959,0.834643656878266,0.747360198433977,0.716992746073753,0.842049438800663,0.841804926883429,0.869634800567292,0.890192029773258,0.888698813769966,0.937210048232228,0.991443104352802,0.93724496036768,0.9492113510333,0.974428481310606
Sample No. 558,1,1,1,1,1,1,1,1,1,0.781084319915622,0.775824200700968,0.771051295883022,0.778544850835111,0.797473198072054,0.689522861201782,0.809939000070095,0.911116408544593,0.855409561656415,0.905193158477545,0.918051405342296,0.891050748402253,0.999064634758979,0.966094759386033,0.961618792135268,0.949049631264061,0.932181603852659,0.950084775667638,0.920619795117527,0.951554399374873,1,1
Sample No. 559,1,1,1,0.765625347699039,0.767889226858039,0.698902681389824,0.76951692892611,0.829592972436454,0.728552028829232,0.781427039696369,0.860497880256735,0.876962576610968,0.848613719007932,0.892729583112523,0.863468179505318,0.925845784805715,0.989360529780388,0.999572474528104,0.978331742621958,0.953078168109059,0.996374118831009,0.99454079085961,0.935786662157625,1,1,1,1,1,1,1,1
Sample No. 560,1,1,1,1,1,1,0.764715190640651,0.731160206779838,0.814861525247339,0.706872288243845,0.83379311317252,0.744848058269359,0.686487992900889,0.896822874356061,0.913746871891432,0.850904694816098,0.915959167361259,0.839060448265634,0.947957288976759,0.993370063025504,0.920426962468773,0.986374835316092,0.941397281121463,0.928949832394719,0.926512960419059,0.968362403493375,1,1,1,1,1
Sample No. 561,1,1,1,1,1,1,1,1,1,1,0.731419000869151,0.745626670542639,0.712258166355547,0.807403549937531,0.767939418916591,0.778605381621979,0.796904645686969,0.919462998344563,0.871419894013554,0.914112929996103,0.846833430026658,0.89567346860934,0.987140461001545,0.974727352689952,0.98179998645559,0.995276151411235,0.922681918740273,0.938678246643394,0.945875189118087,0.958110308200121,1
Sample No. 562,1,0.729426354194526,0.700191393868532,0.752682162787765,0.787735158811789,0.764128454938997,0.815612858302426,0.810256765667815,0.863054177121259,0.869386549497023,0.863133021314628,0.852199314473197,0.84424230199866,0.958924185428768,0.983190049491823,0.971810941156,0.978716802354902,0.92740220695734,0.934528458546847,0.942591053824872,0.941039397772402,1,1,1,1,1,1,1,1,1,1
Sample No. 563,1,0.745440497297328,0.806925223710947,0.75489782854123,0.783838686534669,0.820962562285364,0.835205835489556,0.750755396230612,0.853172787128948,0.872427558410913,0.875739977635443,0.90613192879688,0.899506368607283,0.98704605538398,0.945440473221242,0.98700346050784,0.963197632953525,0.975287813749164,0.952570981364697,0.993107980974019,0.926079881358892,1,1,1,1,1,1,1,1,1,1
Sample No. 564,1,1,1,1,0.807034615091048,0.8234654167681,0.722486065899953,0.820425762994215,0.745695455967449,0.822896648793481,0.715543651989661,0.881801135943271,0.892028818406165,0.865775816502981,0.850345948710106,0.837752786565572,0.943695332128555,0.961511891838163,0.964762318748981,0.961155760791153,0.980918049979955,0.968252245206386,0.937850613687187,0.936768172662705,1,1,1,1,1,1,1
Sample No. 565,1,1,1,1,1,1,1,1,1,1,0.776886847767979,0.690924291593488,0.794638794056606,0.788939726342447,0.771486064781435,0.786618662382476,0.72361006538989,0.884472052296624,0.866766428340226,0.888093034033664,0.863621630406939,0.867579605675302,0.924351674392819,0.951908384896815,0.934526387285441,0.941746066585183,0.939727057982236,0.922255136370659,0.928133361916989,0.975327064283192,1
Sample No. 566,1,1,1,1,1,1,1,1,0.770484385268297,0.715312519228552,0.703147296399344,0.70684501007339,0.705153391802684,0.81650986174494,0.79246087260684,0.889016100790352,0.89965434573777,0.903358236282133,0.860197754811496,0.850058045915328,0.939444696698338,0.985025564171374,0.943030152190477,0.971404529809952,0.930979994013906,0.924777303487062,0.943580545112491,0.956057303510606,1,1,1
Sample No. 567,1,1,1,1,1,1,0.753483109410387,0.803956510873046,0.783009004547726,0.774452102430165,0.816034459230956,0.701647405956406,0.787846287725493,0.897672048361041,0.887530855225399,0.867894018543884,0.912768828583881,0.863368939037435,0.946325189787894,0.981380645986646,0.983176824208349,0.939997327663004,0.942338494155556,0.991499459408224,0.930068617071956,0.992859266307205,1,1,1,1,1
Sample No. 568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.758403859265614,0.710788474093657,0.782334501798265,0.783206602187362,0.713958020404913,0.774820325862616,0.689810911625624,0.857293900733814
Sample No. 569,1,1,1,1,0.759194936057553,0.686800884421915,0.702224923764821,0.82112460218044,0.81161527149519,0.74583030901989,0.827264036018401,0.918097616177052,0.901500983626582,0.91048776178062,0.906106564261019,0.870971110260114,0.986112280786037,0.944896967224777,0.964986777156591,0.921349815633148,0.989280705153942,0.941643842309713,0.971849822066724,0.973659872151911,1,1,1,1,1,1,1
Sample No. 570,1,1,1,1,1,1,1,1,1,0.716071888223756,0.713937079616822,0.775401585038286,0.735496876250487,0.697038370453753,0.815096021002624,0.732014243923128,0.878668728133664,0.910144432058558,0.860348645326681,0.850204312073067,0.860155097761191,0.991663243155926,0.987613276168704,0.969929088484496,0.955826009828597,0.986966651752591,0.954861903451383,0.956832516994327,0.967275633793324,1,1
Sample No. 571,1,0.788456814027391,0.80482789991796,0.765024047148414,0.732749411255587,0.787788380125072,0.830612475961912,0.709512219288386,0.910543744598515,0.914970022278838,0.878111680483446,0.872941590868868,0.862478977157734,0.950346344411373,0.929938988164067,0.934665729608387,0.98288549175486,0.987564108371735,0.982486233860254,0.943564138170332,0.937096114773303,1,1,1,1,1,1,1,1,1,1
Sample No. 572,1,1,1,1,1,1,1,1,1,1,1,1,1,0.807046443353407,0.748447067524772,0.819927524299361,0.773313893937971,0.692850234803278,0.71650222407328,0.693353067654185,0.852679697057232,0.900188610634767,0.85142905254662,0.842846056529321,0.839335159635171,0.971588321365416,0.958069352917373,0.93943019522354,0.920322142224759,0.937228620275855,0.97640586419031
Sample No. 573,1,1,1,1,1,1,1,1,1,1,1,0.780880760787055,0.827386695217807,0.747030325037427,0.741445982562378,0.777817824426107,0.73997690521786,0.686830193702132,0.861164457269944,0.904647488093004,0.918145048785955,0.86589430389367,0.893982028757222,0.953319444507361,0.954880830328912,0.931674942374229,0.996876682918519,0.934571833908558,0.95170341944322,0.930370129719377,0.970462993383408
Sample No. 574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.753544332542457,0.832275229367893,0.71390595687693,0.795650334704202,0.786334993947763,0.829304887297563,0.791821223766543,0.87740216027014,0.901779867451638,0.88360033244174,0.846549481129274,0.877294584063813
Sample No. 575,1,1,1,0.828918514355551,0.768108937180601,0.750611399569549,0.813334508555941,0.744376335795037,0.817145186675712,0.799736596598756,0.916552226525731,0.895341508212499,0.905940530572087,0.886946322037838,0.845699021161534,0.983757533729076,0.975084026753902,0.937271276060492,0.950184706170112,0.937512344159186,0.925943985469639,0.982776100430638,0.933775840960443,1,1,1,1,1,1,1,1
Sample No. 576,1,1,0.752421983623877,0.697818662076257,0.709925850912929,0.73617317981692,0.801266461181454,0.812457615219988,0.71543753709551,0.897251356299035,0.856340605853125,0.887965102291666,0.888307462632656,0.913943292552605,0.977326479125768,0.939114830642939,0.997756656259298,0.950992387607694,0.948470233120024,0.955564811956137,0.928552559763193,0.978659144379199,1,1,1,1,1,1,1,1,1
Sample No. 577,1,1,0.740163041932043,0.711795327581,0.744386320981663,0.758151605645195,0.715215484519955,0.734610303841997,0.799023812370375,0.905592575475574,0.846858996242285,0.844578430626541,0.851158095018007,0.893002519222908,0.980866480655968,0.959556263051927,0.929542024992406,0.991913159191608,0.924194121547043,0.935506074745208,0.971860444881022,0.99858909316361,1,1,1,1,1,1,1,1,1
Sample No. 578,1,1,0.689046996949706,0.774473819033243,0.734387747409288,0.769417283568997,0.796272866371088,0.731304638182279,0.758569905780256,0.884522614423186,0.91983633816056,0.844020778015256,0.869372306215577,0.91996977205202,0.936355733312666,0.968324637953192,0.934531516116113,0.972782846335322,0.994226849842817,0.952599255535752,0.970716864112765,0.953581952247769,1,1,1,1,1,1,1,1,1
Sample No. 579,1,1,0.751657146763988,0.738409941214137,0.821836439777631,0.70686977660656,0.752500509832986,0.824572522217873,0.707666729776189,0.836133995375596,0.84829943283461,0.914863814060576,0.884110590307973,0.903797714642249,0.966618430707604,0.940998350940645,0.924942992199212,0.934991273041815,0.939188757427037,0.967698072865605,0.935111917275935,0.946864679604769,1,1,1,1,1,1,1,1,1
Sample No. 580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.809494927189313,0.73600107283704,0.751530469280202,0.718730988156982,0.703695960064884,0.7422681785319,0.738900581923313,0.876457509065047,0.880345258899033,0.907486882778816,0.867722694222815,0.877570092627779
Sample No. 581,1,1,1,1,1,1,1,0.835836240068544,0.809378071654588,0.731637928007636,0.801925188106485,0.793801050809212,0.787129532011691,0.815181735182647,0.836841684805229,0.901297395803966,0.838223449444398,0.84472208478488,0.895062217566185,0.940036680959165,0.999673835411668,0.963559846580029,0.968060118220747,0.961966592743993,0.95708165531978,0.933169656284153,0.946044056005776,1,1,1,1
Sample No. 582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.755424050499219,0.747530804529321,0.776526539646089,0.792388920813333,0.691542240734212,0.824665972580202,0.78618709275173,0.909756773057394,0.879567785180174,0.838870827392675,0.841789030520245
Sample No. 583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.697172005301341,0.745360026137438,0.824920022407547,0.787191693148576,0.807868266607635,0.758080470109358,0.73459528375091
Sample No. 584,1,1,1,0.815174906061962,0.686201099494007,0.758571179515216,0.789473068901803,0.709673296242487,0.720404353960417,0.700381494873669,0.837550107025541,0.893758296603337,0.8455443313336,0.865225953322835,0.900406819262542,0.963530138786882,0.981143996976316,0.955709508508444,0.942288783472031,0.920573999099433,0.952856700047851,0.969002942014486,0.98544967090711,1,1,1,1,1,1,1,1
Sample No. 585,1,1,1,1,1,1,1,1,1,0.807920827392023,0.78167636953434,0.702272235941142,0.736106575782411,0.771287874855567,0.730861014781054,0.765381694609765,0.863626082812436,0.897437641984783,0.896434046699666,0.882062965897843,0.912961357639171,0.962040854357183,0.958335327524692,0.964567136298865,0.984323549885303,0.969057451952249,0.930499456077814,0.963640773296356,0.962861909177154,1,1
Sample No. 586,1,1,1,1,1,0.81563293219218,0.830810452708043,0.725930046373047,0.813932129625697,0.753680404218845,0.711791621662211,0.788445999486372,0.852850940135308,0.913226118443534,0.855128986611962,0.842242490830831,0.879148438829929,0.954720419291407,0.953703145738691,0.922275226302445,0.941820184905082,0.947655541934073,0.954103081505746,0.95627632105723,0.946701286248863,1,1,1,1,1,1
Sample No. 587,1,0.71722269572923,0.737208895549644,0.807090152778197,0.729577066052239,0.805715242134407,0.77536365863774,0.691338036932517,0.839153188022785,0.863081701969728,0.863162153577432,0.901556831613183,0.876037369177677,0.975675013363361,0.969738617036492,0.988396055903286,0.979887627139688,0.980795898269862,0.946838665101677,0.936892598047853,0.993674890231341,1,1,1,1,1,1,1,1,1,1
Sample No. 588,1,0.760829095019959,0.713691748715006,0.835491465149913,0.821451901773922,0.693289872993715,0.828581931629684,0.761412357889582,0.856444369134493,0.904217711347155,0.901152802618221,0.846431686494499,0.905286954628304,0.956332782041281,0.933853053543717,0.936692473888397,0.95487743711099,0.988793948404491,0.986360125485808,0.989898857045919,0.959141099825501,1,1,1,1,1,1,1,1,1,1
Sample No. 589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75826131442003
Sample No. 590,1,1,1,1,0.693947482855525,0.773904095242266,0.785162450665608,0.828830557597335,0.696484710789751,0.791707532574888,0.78793031183444,0.871312895348296,0.881853333432227,0.860627311806194,0.842408232287504,0.858442622701637,0.94383814021945,0.973006950523704,0.941911723762751,0.93455563640222,0.99633256001398,0.936696067620069,0.921619477104396,0.937166500706226,1,1,1,1,1,1,1
Sample No. 591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 593,1,1,1,1,0.774225671218242,0.823986249476671,0.819182588766795,0.728300377588254,0.734609444871545,0.800472081116401,0.732740372001659,0.876183578676544,0.874324098546989,0.886649931149557,0.906925126027316,0.88264950688649,0.962964667379856,0.933412091191858,0.953045272603631,0.967201939448714,0.976884522754699,0.94841434892267,0.922570056226105,0.96034441832453,1,1,1,1,1,1,1
Sample No. 594,1,1,1,1,1,1,1,1,0.720166899323463,0.759904761404265,0.757708405460231,0.743470884546638,0.746503937012982,0.742364727613982,0.688765176340472,0.863218663516454,0.903738350383006,0.882338830726221,0.847633383724838,0.918043746048585,0.972523350901902,0.973653074279428,0.939809073545039,0.999548350088298,0.93260693686083,0.997348226830363,0.992463242001832,0.982790881246328,1,1,1
Sample No. 595,1,0.753390972841531,0.83047734906571,0.738733526087832,0.766223485268652,0.724872264511883,0.689511252999306,0.789188445209525,0.903811639092863,0.869770132169127,0.844702577215619,0.909770625476725,0.87739311808534,0.988739605881274,0.933314097579569,0.984687087032944,0.967343081515282,0.995620368625969,0.971068252213299,0.960308125130832,0.999814019743353,1,1,1,1,1,1,1,1,1,1
Sample No. 596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.720843794442713,0.833333592025097,0.760698456388433,0.835145593249705,0.777194034949876,0.818512888219208,0.809975123767741,0.899122510346584
Sample No. 597,1,0.832148581395391,0.777698365681805,0.761472759315744,0.796583207069431,0.770140507911798,0.782179907862097,0.782773769787978,0.850953970901668,0.877170612066984,0.837741367250681,0.890827874052338,0.852399432648905,0.942464650422335,0.98033941725269,0.9488535230048,0.983066582437605,0.9213561944291,0.925878729615361,0.925464894082397,0.987316008880734,1,1,1,1,1,1,1,1,1,1
Sample No. 598,1,0.788871406357735,0.808225367778447,0.707945070533548,0.811860133569222,0.718008171838243,0.773438431836199,0.779511199892964,0.897893354470842,0.914973648681305,0.836662950767204,0.864433220609091,0.864297537671402,0.938417051173747,0.925938113238662,0.976826332286,0.982208384238183,0.929277383554727,0.92436922930181,0.968747584931552,0.989912803713232,1,1,1,1,1,1,1,1,1,1
Sample No. 599,1,0.835242328689434,0.799497038173955,0.831099677017424,0.742922348041553,0.777634663846344,0.813332289936021,0.763168550691567,0.864038494934328,0.884123302998021,0.837339765042998,0.842610699488781,0.845558212365955,0.995807521231473,0.988707528784871,0.935375327020884,0.926356731764972,0.95808132359758,0.982645356990397,0.986928233057261,0.93691074827686,1,1,1,1,1,1,1,1,1,1
Sample No. 600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.688725187782198,0.701577860188205,0.695697799873538,0.708587414714508,0.740433547635563,0.747378100293223,0.715992979939561,0.910796473421156,0.902349085083231,0.897421630387194,0.899187148183584,0.901069281926379,0.982382849510759,0.945004709344357,0.953213824164122
Sample No. 601,1,1,0.825956090250052,0.760049102177378,0.708956301469821,0.707654366049916,0.712727940212004,0.690821132787038,0.720589684614912,0.897166905224323,0.905931844123639,0.843494698124938,0.873839730538428,0.852870364994742,0.997621244434267,0.981264624856412,0.971824672035873,0.959403921477497,0.979194049220532,0.999302108921111,0.925942242760211,0.92784417046234,1,1,1,1,1,1,1,1,1
Sample No. 602,1,1,1,1,1,1,1,1,1,1,1,0.780536503835116,0.710588578206021,0.747380741011817,0.80118783980282,0.762909643411636,0.725246397220995,0.741319189757574,0.856860085542314,0.85694090483617,0.874180325477384,0.894879618501291,0.862174130133353,0.943237544223666,0.929607890229672,0.93640413152054,0.960008113700897,0.971349280253053,0.973958852831274,0.968123227991164,0.957317729815841
Sample No. 603,1,0.691385644955095,0.752561421228107,0.697105235479772,0.699582571328152,0.748397522688843,0.753809184687212,0.704943509820383,0.880915649371222,0.890440243390389,0.859255737627856,0.896210015174933,0.902018621071242,0.968721197415143,0.925987360998988,0.926381493732333,0.941465141959488,0.927471381053329,0.975842037275434,0.977171625141054,0.950549269840121,1,1,1,1,1,1,1,1,1,1
Sample No. 604,1,1,1,1,1,1,1,1,0.793194905134384,0.826175869548693,0.805218375033233,0.70074854281405,0.825692700083833,0.806694069261663,0.811635780545417,0.908807452316396,0.909207850312814,0.877783479305915,0.83715379654523,0.890571090120822,0.972792619708925,0.977083691656589,0.948852050136775,0.921837923135609,0.928836807310581,0.985124100539833,0.920256760753691,0.988439756818116,1,1,1
Sample No. 605,1,1,1,1,1,1,0.79125355116697,0.745395384602249,0.752535384941381,0.768618731306866,0.800403338753618,0.725747635484673,0.826962617611513,0.87355066319555,0.888703729186207,0.887949756479822,0.888548139133491,0.856124507998116,0.994601651094854,0.943540053740144,0.979485213961452,0.933671629577875,0.985662470422685,0.92282750910148,0.999722619019449,0.966314307246357,1,1,1,1,1
Sample No. 606,1,1,1,1,0.821538291814737,0.721257323179394,0.753281090212055,0.721212347388733,0.767182620231993,0.750219952537678,0.712363504945766,0.916775987370871,0.878438079431653,0.869196834023111,0.896580105310306,0.888261288644746,0.947873944137245,0.940096581503749,0.972063018102199,0.962424827348441,0.954739004075527,0.930586156733334,0.945305731929839,0.987444029934704,1,1,1,1,1,1,1
Sample No. 607,1,1,1,0.690709718504455,0.831755682373419,0.795000314271543,0.714053494647611,0.693610077899881,0.764408970939927,0.766210406321567,0.901875078118406,0.914233399938792,0.849398400587961,0.86589398134686,0.844015197732486,0.99549706209451,0.975332231651992,0.969899269677699,0.929787044618279,0.991456340905279,0.983697392176837,0.95571642216295,0.940490627046675,1,1,1,1,1,1,1,1
