Sim No.,Lambda,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30
464,0,64372,63179.0180223095,63604.4543812487,59431.1059364909,60283.5885952523,58477.0718951402,60543.9796732688,60537.7066178591,59479.3648172254,55445.9643496047,56976.4459103526,56287.2417192033,37445.9214476535,25953.9881348627,20029.1182392017,14507.7533668912,9612.63004425108,5898.31423134757,2877.19582526281,1203.43076254577,50.8141648748138,0,0,0,0,0,0,0,0,0,0
465,0,64372,60164.1426487367,56733.990788894,55257.323856471,56351.9794301197,53624.7831549554,55594.9522272991,54752.1076183057,41133.8654169914,31150.9391871695,20833.7451339345,13280.8112431121,8070.80617528219,5447.54213820257,2312.04924965176,679.530139553407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,64372,59120.3196543283,54389.844950573,51474.2224333696,47238.3335983313,45580.0396990289,43497.2264280635,40003.28701345,31860.1483328606,24304.7473476823,17729.6475327579,10540.6392979318,6854.06577051429,4023.14688139641,1668.09394691062,187.648314933663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,64372,60141.3461471529,61993.8352228088,61616.2908558903,61472.69993606,59868.5943569114,58916.3745636785,54038.5085322988,51822.8729949208,52390.5550922593,49647.6264851968,48432.4734215881,45544.0325666064,33546.8882977786,24349.2966601947,16926.3592489624,12324.1279235854,7281.61041355381,4200.92096224561,2254.16355969214,703.708702766113,0,0,0,0,0,0,0,0,0,0
468,0.884095703394684,64372,62700.1786353794,60605.9754677596,58371.2676592736,57437.2124957807,54709.4830518632,51113.6046725095,49143.1865591239,46635.8138031448,42143.7729702786,40225.5536352389,39562.8904595066,38708.719722052,36835.5168153546,33485.6893954928,30979.4211980112,28366.6196852303,25998.4463592346,24514.7458002097,22290.4707020027,20631.1245832877,19110.5578387001,17199.7590959879,15540.5844305798,13545.4601035137,12361.8687565548,9896.29170339001,6706.95001400334,3705.97839010722,1295.41295263823,942.53000706907
469,0,64372,61024.2265893745,59844.2779151921,57877.809667574,57723.97577804,56559.0496565739,55484.9421734621,52987.605054815,51285.0672239672,51830.9785249457,52681.8538323493,52550.2428272303,54709.6542462687,51357.2920880579,47114.0736881843,38123.5552697618,26138.790564357,19447.1938476134,12262.2716541194,8963.71926595189,5254.4310079899,2914.46057610852,1303.05340290923,69.1619477348778,0,0,0,0,0,0,0
470,0,64372,65329.0856777816,65397.694288874,63610.9659486178,61400.9940348194,57944.274314292,55911.6199346134,52274.242451747,51313.1233625469,48187.123482694,47187.4426796737,48174.8536572292,44427.4629770453,41865.0351170133,38279.6945048074,35171.0864029582,35257.0291373662,30857.8594330478,24788.6038807615,17191.5389766237,11269.927086481,7123.09003535473,4071.86220397753,2175.34709609259,456.805699382395,0,0,0,0,0,0
471,0,64372,62986.7451253615,61636.3131965535,57777.9727699835,56517.9132021358,52690.7843839944,52212.269381788,49771.1350714744,48506.172494126,47645.596013209,43913.9415768848,40682.5049308046,38177.3405455079,26855.0034185923,19737.1942978349,12898.0869916907,9159.14173504622,6044.95695791956,3386.03188744208,1373.04716624893,104.393867869047,0,0,0,0,0,0,0,0,0,0
472,0,64372,60146.9535229501,59724.3313736684,56081.9465963656,55690.6592910652,53226.8895942474,48777.3345745604,45892.612419029,44580.7138240597,44594.2790264433,43722.6050632553,26856.273097391,17282.0833166049,10694.451331642,7236.56415793549,4803.14318242957,2614.67053050712,733.147368637803,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0.920038515361589,64372,63499.4598144182,64198.4234065248,62886.1930323318,61457.2212435082,61762.7547797782,58738.6560072839,58687.5243482237,60390.9294054397,58250.9694758925,55004.1684198885,53496.7578570434,52343.3969714264,51995.0001319567,50288.2277103617,46714.5084074574,46191.436423313,46877.2915777549,46818.8188228576,45477.6555905217,45900.229499251,45658.0766381592,44038.2490080989,42300.9968793917,31522.5968053315,22143.690393389,16925.9590188246,12085.8364917831,7937.35474366916,5269.97108277285,4025.03075249239
474,0,64372,60640.748971503,41014.023182427,29727.4716589039,19476.0568528163,13848.0281522477,8979.41723424563,5806.00585526498,3315.2014066359,1859.30925796468,382.622226268314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,64372,67543.3556448746,65904.4488290606,59845.4821379619,57031.5448314177,51764.1953189318,35473.0636172471,24360.0617511509,17160.9417953692,10712.92473432,7068.66441830798,3491.06906944215,1421.75397787046,113.915665662911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0,64372,65746.9101193115,63465.3175253038,61289.350471977,60117.5627930214,52283.9043137538,34285.4704513699,23478.6354632104,16026.93898306,10838.0811738069,6763.82082964105,3766.61655340469,1491.40911937709,91.782551292663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,64372,63282.1841930687,62538.9760257309,60929.3224753502,57655.7260352629,58365.8879117547,54138.8086066691,37664.1341520608,26409.3298898822,19507.7297066987,14209.9619280342,9408.15295923605,4872.43627789813,2068.9247617383,510.390638757139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,64372,59645.7023889453,43057.443462101,33254.6311036479,24769.3207865389,16906.7536751018,11702.5999573816,6917.62793786213,4145.63700232919,2218.70504452004,595.385495396312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,64372,64565.7477776882,60813.6624144152,44300.1633179408,33020.7869303405,23925.9371830879,18654.1448005379,12614.1852292811,9009.96718622313,5110.27843002454,3325.48349555797,1616.79554001391,168.935087431623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,64372,64603.2632603253,65838.7000437486,63097.6736489537,57820.7345259979,58700.0833891873,60535.9588817345,61457.0446494612,59298.6709096401,58815.8041125275,58600.4557023295,54553.8508371475,55182.0157883011,54794.6676968985,53329.0200986329,38864.930859741,26513.3454861274,19485.9005063014,13119.4180328024,9185.81898411816,6045.82831031809,3461.59063037252,1666.27875330831,176.108015655078,0,0,0,0,0,0,0
481,0,64372,63509.2077232099,59097.2701283959,37800.5157661328,29280.0510660978,21554.5269928652,15262.5036137926,11923.6665478078,6482.51402189711,3326.90040338979,1545.36955640332,140.242231435546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,64372,63226.679805803,62562.7207466201,42584.7744735313,29638.6226428216,19729.1159175181,12847.0415046261,8168.51552789209,5234.24484667029,2731.97147760878,861.550916948912,0.245037221292222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,64372,64611.7579735979,61115.1501270396,58972.4505994129,42836.9095493191,29902.0253529863,21094.5890600529,15679.5742524627,10542.9779999153,6865.3787513865,3542.50307105738,1652.5582824226,135.75294628364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,64372,59766.8107429914,59085.4635683364,55108.3120816384,52881.4309737769,49889.6834150686,47590.3247223161,46427.6422663957,43150.7654326596,38785.1839982091,36292.3261997457,37432.725013595,35651.285421139,34753.2707413823,30717.9991935451,19663.8744512652,14259.7960090237,9017.90429670304,4843.71204872957,2197.3365726784,306.946629341881,0,0,0,0,0,0,0,0,0,0
485,0.903180681543005,64372,68798.6383835035,68263.4683905059,69159.9897939502,68750.9649351675,64906.8331051217,60179.5675195872,59559.062437309,57887.1459001221,54865.1393584429,52698.4318517328,50682.8431246201,48869.6783783226,48330.392366352,45930.5746468143,44196.8617422244,42838.0243083803,41017.8576445047,40517.3696995237,36957.7679340256,37023.6655009548,34927.4427397323,31462.472444202,27891.6772909951,25671.0170299548,22126.1765718092,15851.5483766447,9043.03845200108,5189.72300506291,2537.59348742025,1947.0179825241
486,0,64372,65003.0474029206,60827.0695051534,59945.1494473496,57023.5960686651,39889.7920141653,28211.1872085362,22252.6145586435,16578.6460454627,10914.250712336,8077.12836426652,4816.06877506061,2745.18629989036,947.662541530629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0.979998962423878,64372,65553.1559011125,64863.3773361673,67076.4546358212,63950.6049406977,63429.086074966,60714.8693542313,60059.3467060248,57616.2375270637,55450.9142671048,54888.389052295,53254.7020819473,52864.7386021014,49382.3877281801,48493.4049874937,50285.4063503442,50616.01461369,51082.4023047765,49766.3605408659,47430.499223323,46408.572371818,47313.4897041306,46109.9311056146,45094.0273306232,43094.7664988357,42052.55324233,40800.7145346553,37817.052908168,39662.192115392,37293.0181295453,34591.7473720798
488,0,64372,63596.1464246423,63935.8725578859,63745.4723482887,65409.7755382021,63670.7223255954,61719.9618172439,62255.2279663693,62444.9336371809,62213.1601011169,59656.5838463927,55763.6584458607,57138.8902973441,58841.1561595748,55576.420436604,54661.1241220899,52900.9395437994,39609.0058830815,27137.9187957557,18010.6223475813,12819.1740125007,7826.0454850006,4419.4908948986,2067.48785441641,435.315552451543,0,0,0,0,0,0
489,0,64372,65816.571661742,63974.18778791,63571.0268028725,61184.1116321371,62414.5293425915,62987.2905519588,64207.5061856732,60722.4869896101,60007.3133439601,59046.3282514885,54467.9038346063,53080.7097881879,51889.0676122477,53753.5124125525,52693.4961829039,52041.1142280952,41107.8296454493,29993.4635817574,20156.3407545557,12981.663575445,8097.49633946745,4759.72860641533,2697.60057753394,1094.28683209619,56.6048506381877,0,0,0,0,0
490,0,64372,61006.2306501361,56694.3670911633,40754.7550988701,26008.4233628883,18063.0234958236,11028.4656604074,7429.07341043337,3916.2248966936,1722.54038934059,208.091907776323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,0,64372,64502.9438765371,61976.4099725274,60774.8868219922,60654.7931525676,61706.4053105768,56601.1817058984,36468.2197295505,28072.6439739405,18977.0673061265,11709.4451740339,7205.5955316695,4228.60405838373,2260.18279095923,636.292523105419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,64372,64100.4026446339,63230.4402201955,61794.7354792962,60808.4711481574,59539.5472429146,58669.7509072653,55833.8728436772,56315.88069261,52074.4928226985,52468.8111141496,50011.4590809343,49798.0255624043,48448.059382605,46221.4819858164,41729.7960288246,41682.2485995719,42501.3613827211,40249.077955389,38753.898992444,34496.415324073,26110.918208728,19865.6596405551,12592.1071884923,8645.3306034112,5978.54138220081,2875.57504636771,990.606921767881,17.1224160859093,0,0
493,0,64372,61614.5856291391,60445.0206136955,56344.3327484763,53746.9057234218,52202.697330813,52428.9402324031,55170.5575177644,50643.4712518753,48725.5233038103,49435.9606534724,48685.4258349505,44929.9824788706,41979.4397442207,42119.3491956602,42943.134952009,40219.012148237,31127.6003547731,23161.6584018664,16890.4690996774,12785.1113091073,9204.78665745845,5396.07591191172,3159.66986912571,1427.29006761157,80.6732034173144,0,0,0,0,0
494,0,64372,64969.115573446,63239.7512205947,60464.0339447392,56624.6561454459,45842.9623788556,32068.3860040603,23865.2950903013,16133.5354760249,11824.2623297741,8153.19115540119,5054.2499015766,3130.39633510079,1443.1015533622,123.32627493294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0,64372,60041.3804359002,62033.0490185875,66624.8020694426,62356.2767784664,58858.9070949363,44243.6205608798,31059.307933323,19956.3437369914,13935.7352681974,8395.62055978939,5866.73533225699,3426.79437613721,1704.29742188218,193.656150518069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0,64372,63632.6786678561,63101.0346945163,58162.7713948428,58744.1657652336,56241.1470880662,54598.7739410182,54702.5047851561,51143.2132452299,49589.7250052395,48401.2090611209,48557.1088535701,47830.3649416,46230.8520075346,41426.0365658326,42518.4666914178,42003.127743369,36556.9577209277,25923.3661645872,19467.7601847961,13253.7458468365,8873.94614653913,5233.18692846383,3019.1900297207,863.34720930352,0,0,0,0,0,0
497,0.953094178476079,64372,59820.5137815496,58348.8264661695,59600.4542932989,57561.2229881847,55822.470430757,55713.3177896396,52878.4998266231,51493.7673654418,51460.6542836786,50559.8552832253,49468.7432109323,48542.9920998517,46505.3997819166,45264.5127203172,41223.8893840907,40366.9257515281,40081.9774030352,40645.8531233276,39034.1872785788,37364.4039235969,37040.1872175103,35492.7506732576,33451.0143011742,31493.005132501,29965.4765816115,27976.9462080897,28064.098146172,25346.4360394887,17214.663124477,14092.4229970157
498,0,64372,63237.7232544098,60884.8766739951,43877.6951510915,29301.6440988097,21090.9631591323,14593.2211208179,10382.7797854284,6199.24246930158,3293.34821449664,1907.30666131381,302.246447627345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,64372,63208.9368141722,58737.024827924,59136.6359717513,56687.85893899,53193.48595137,51538.0410569977,48711.7133915995,45277.9858474726,40641.3620900385,27525.3789471739,17803.341391435,12764.8331728375,7611.24609568882,4632.17383123287,1995.02478350522,341.258641328304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,64372,64457.6501710224,59624.4925476571,40178.7179929068,29998.2209923666,21815.7979742516,13288.4213214628,8663.12780855546,4852.2840315163,2504.10072248462,916.313330375187,22.3145060171267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,0,64372,63811.8105791812,58312.2772880615,46525.5126111748,37812.1887419833,29707.6507057454,22239.6240950474,15516.5017872094,9277.49452632269,5231.53923483999,2921.51871732508,1149.89041398726,48.5374344256227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0,64372,58269.0361919967,58526.0568877035,55500.6880025703,56231.7140496918,52511.1510120018,53459.3006574731,52872.6567609806,52206.1272037409,52557.5937409124,52077.9058248772,37554.2494157932,26989.3747258869,19006.0751440257,12779.798904193,9209.66586966091,5931.02534956287,3009.51278871194,1290.4933858551,62.0144402582498,0,0,0,0,0,0,0,0,0,0,0
503,0,64372,65270.3955617318,59707.3941020583,44140.8846192879,30505.2053080453,23885.245715166,16060.0804615319,11529.5226685117,8216.84519514017,4872.89502996552,2982.30652401634,1160.09995802034,45.4227710475488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0,64372,62275.4249893669,56300.5965633587,43719.959044124,29602.4795681155,23990.2041717414,16155.6856293494,11151.6706013783,6604.28555172433,3289.973083771,1500.78880691418,82.9040445661716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,64372,58651.1073310817,40253.0295654593,30090.5197024638,21110.5814840995,12446.4194626567,7773.72038877095,5321.62285545834,2645.9781194705,923.878025548346,6.28348018066219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0.876580288519945,64372,62187.3772746932,62710.6833378683,61787.6920659287,58847.145463178,56378.1927208327,52256.9186073259,51064.774531386,49268.4807125708,48527.1251193329,45760.0405729651,44977.2036374739,43405.7188277814,39898.7537916939,37887.7071490542,39576.4314036927,36205.2959908416,34353.3396505569,34632.5975091893,33996.1647300409,32285.5791848238,32089.4146130249,29842.9975255883,28103.3856602923,18682.5406611035,13663.61934106,8545.38614906077,5120.09672316403,2545.42362180638,661.226742616792,477.849189162664
507,0,64372,61409.0091682544,60577.9942484223,42369.117261321,30982.2820100125,24001.6690977205,16942.5198156341,9718.9782614537,5149.47759670486,2966.70812810641,1241.06798289811,66.6274053065088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,0,64372,62115.7530999672,40612.79163186,29466.1353640486,22367.1863788603,18123.6290873973,11547.9606508095,6735.07713777622,4196.66835305889,1997.52646538366,438.111143946616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,64372,66109.2219113589,61389.7803572724,58839.5556149871,57586.8054211999,55744.2503770733,49662.060040195,35278.687459083,24951.8278374647,18693.2045546145,12178.2335062753,6663.99161308955,3530.16364469334,1179.75159381658,42.2869079955521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0.969712288030051,64372,63045.2928511292,61163.8210851409,60411.6037132408,59183.2307019668,55431.6286007479,52200.4062265817,51706.3307483122,50743.9090466007,52000.3491887984,53469.5073223005,51737.3577932799,48931.9242012348,46514.684301877,44597.546871723,46454.6648883525,44930.5405391757,43601.6685363217,41939.4642974913,41310.9558882472,38027.5137031142,38479.5126481035,36326.6065036439,36647.4254059336,33794.0620019094,33088.9385853809,32140.9577312053,33121.7480018331,33507.3849909575,31740.8678245185,24597.1734336053
511,0,64372,65684.3723534483,63846.0732107653,62584.4105315584,59173.5377942013,40530.0788166836,30073.6058605448,21982.5239190282,16998.3919699207,11270.1179694803,6277.0874467149,3510.56844847503,1566.53550922368,107.616250823274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0,64372,61838.3223615297,63653.7641641259,60379.4893094612,55363.9924498132,44483.6758158966,34087.8005589511,25226.7227383916,16419.3832229807,9803.88753242698,5583.40225185856,2824.53991408776,1119.48673372321,42.9905406547887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,64372,66373.8022379064,65567.8798124237,63283.0349510278,60585.0408037659,61240.7849926003,59841.6910186251,58107.2438846552,55843.3853099564,54470.0083376599,52864.9373333117,53992.0732950353,54155.2825008832,54308.6112198414,51949.4702892054,39747.8285073927,25606.5700246728,20136.662060951,14938.5644401655,8780.19001483099,5666.90053008816,2648.0822751012,1010.34890832199,15.7214558489874,0,0,0,0,0,0,0
514,0,64372,65057.6331619523,61405.1177315068,58916.8996201969,55317.6974328656,55845.7632371809,54912.3913886867,53372.7233515975,52297.6436414496,52990.6676341217,52276.0917533883,51768.2251364838,52294.7709729967,50501.9526256977,49670.9407587582,40439.2810282277,27813.5834336311,19451.5869132285,13815.4858751653,9044.39811562532,5839.58272069925,2759.88547250119,1148.85446668026,24.1197678043286,0,0,0,0,0,0,0
515,0,64372,66135.9493045911,64898.538304973,59830.6647870177,48676.3976525844,33319.5341771586,25597.379129603,18504.5763995788,12804.711160722,7323.81449213326,4631.82023155172,2640.55479238732,925.445848052522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,64372,64094.141009133,58163.4560111502,55481.8514162128,56019.8837587124,54501.099920224,49673.9778893374,48602.5528874479,45455.7461424087,45235.4626913801,44121.5154086377,42334.8657068088,39600.5964754274,40756.6516281304,37488.0903144472,33890.5412606314,26838.7190230589,18019.9852256687,13764.9137144996,9067.9609905402,5355.47552016496,2491.82460800432,689.008734448073,0,0,0,0,0,0,0,0
517,0,64372,60893.6411965134,57265.7883278429,56207.4655160225,41898.8750628193,26988.2048147259,19449.2333969894,14237.0686256443,8343.21221876327,4547.9526338491,2265.30480543137,654.11703182312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,64372,64272.7796046632,62824.6396093241,59443.2579959552,48884.7919631724,36334.0976242835,23565.6475457203,15189.8098455735,9288.39352750422,6448.66579869144,3850.49009241018,2125.0350659878,343.160462314043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,0.934950651961018,64372,59558.410929975,55505.3145908031,51948.2057713895,53249.6319656967,47270.3551322734,45358.6337703026,46983.9213133299,45294.7138701772,45241.2007078691,41576.943495162,38510.8949321987,36958.59834143,35756.146952274,33351.6638762804,30093.6827063416,29356.1188121589,28483.2344195013,25095.2042494896,23959.4984524375,22886.8069369313,21231.1115810167,19378.731706155,18283.5370902279,15592.1202543619,14526.1607712128,12959.3819190044,11726.6377046858,9680.58858495908,8363.23769848477,8240.855128163
520,0,64372,62630.4438679457,58068.2702586425,41772.3543171828,29530.6948755207,21914.4521112135,14432.0781531824,10267.0308223385,6646.71681682673,3506.91862596318,1929.89653668961,362.941161542557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,64372,64246.7605808178,63808.3740739103,61656.7898485218,61045.9343994463,60153.8326180984,58235.0652068527,43430.9624505021,30950.6759441424,22618.9388620371,15751.6273953285,10298.05373659,6024.022066301,3022.42836111673,1380.59645736134,87.4523102029111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0,64372,64533.9865802518,61641.0959445684,62998.242637971,64076.3430295352,64464.161389574,65378.5917448107,64408.3260716798,63193.4619417623,65438.2391873353,59327.6804156981,43122.1043814325,31867.8410835535,22792.4676223281,16638.2463969377,11929.4208433936,7599.61627341602,4515.75629572066,2543.46606986584,811.36766194748,0,0,0,0,0,0,0,0,0,0,0
523,0,64372,59003.029487776,53126.9393564575,37454.234680612,25373.2915785248,19901.855657564,11832.1630945453,7414.64978150338,4147.75375879653,2215.84117387207,540.780736731204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0.966697530694479,64372,59485.8588040163,56807.2598284571,54002.6373728772,51451.0171331722,51175.6012868971,48822.8418996928,47722.4624968859,46499.9688500107,43118.0271910234,43377.7226284563,42965.5749020421,43124.6806235974,44584.7924147001,43695.7256345811,40840.2745394838,38086.0354476677,35150.8022595071,34320.0887082658,32057.7048426272,32471.9466298907,31014.1555868354,30409.0706984504,28026.2538772243,26829.3702191372,26046.6906335492,25251.4075069165,23270.7780816847,22778.232339139,22831.6378344406,22956.5324913586
525,0,64372,60483.7096503758,58444.5367341907,56373.160435148,55401.6353293311,57814.3669234602,53902.5636900324,50360.7025353443,31875.5216332164,23718.4349355387,16614.2262950746,10712.3226325013,6052.3719184807,3118.25715747921,1026.43401720376,31.9811785360369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,64372,64934.5948790954,64849.114088701,65159.9036351164,61109.9196703148,63933.8708922115,60324.0629777615,59102.3148321043,54740.9177618007,51622.6237101406,53826.6329355833,51135.5769188033,51417.1475679159,35207.2591661789,25281.8571371047,19828.7828769274,11737.1348684346,7755.40424082456,4413.95963036616,1871.52758478142,245.833509282373,0,0,0,0,0,0,0,0,0,0
527,0,64372,56367.9261253482,38248.0989216915,29187.1733545255,19001.8172204713,11577.9290709477,7776.56739966931,4492.73502589233,2108.85543648227,467.015700568442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,0,64372,64269.2444776233,60878.767055143,39511.4453009734,27541.4977961164,21378.9300894894,14688.6008560242,8924.78614112477,4889.08586301485,2340.36121137298,789.406780426975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0,64372,65252.0493931333,59657.8448266401,56911.9634116009,53534.1745594766,50879.2776019512,50851.8112640312,46789.1193478312,44803.4406614763,39837.4946164813,27719.672172047,18089.2178512337,14020.8999245736,9639.94600671379,5769.09883425774,3014.29153541519,757.889645226036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,64372,62985.5977975163,60726.9416511446,61765.1989465005,59177.790707799,57256.9029171379,58307.6358694375,38324.2590574493,26062.2423315107,19548.8073873515,14573.6449535767,10405.6779788002,6912.6820219759,4425.24925076007,2660.26422169112,974.015840309454,9.32119130555823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0,64372,63050.0479442192,59569.5963861613,58163.5557659496,53530.423550687,51486.7243659808,52152.611177869,50582.7747787033,48453.7745035864,45786.7211834497,45028.8679387676,41614.9610383582,40466.2501967533,40073.7442813664,38158.3924079807,34873.1840378541,34559.0632538883,32816.6600679076,29876.6096314536,26904.4555928561,18047.0430787381,12362.9429513893,9140.54682014998,4887.87234213965,2459.27529605668,596.060321120211,0,0,0,0,0
532,0,64372,61651.7941939566,61531.8365554271,56257.2258513746,54383.0885173536,52589.5878949759,51246.910012283,48270.0502923657,45560.7840206598,39985.2375860818,25883.4980323461,17717.5580133282,10150.7021925166,5994.0666653704,2904.88013803246,897.130153735311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,64372,61918.5305903702,57303.8336146598,40631.5851747972,30012.0769768423,23745.9498192981,16826.2319234035,11484.9307767313,7629.84566647678,4505.52700250269,2600.02574611194,961.723130043999,14.7228514729233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,0,64372,66475.9324896283,61135.8778202373,63849.6579068226,61953.5512088618,57627.6994032342,55013.8791268559,54077.1600477699,40822.4488080507,30439.9727413765,20850.2120933701,14154.8152271959,9985.36252274934,5799.68861095481,2834.87894347544,1144.8481844802,41.8763875294981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,64372,57882.7051556238,57070.7163733917,54366.8044877753,56268.0354683014,51015.0886574511,35334.4973466744,23220.4957715557,16812.3981386857,10354.153970415,7150.26042581374,4507.52175385385,2134.29835114339,422.335330918823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,64372,66942.9607157716,68838.4101017841,66157.6500911258,62730.2051008559,62029.1787719626,59267.3882704777,54972.0061962096,52823.6202188574,49295.2941979701,47448.6334646838,46753.3137886222,47275.2051083935,42656.4936076758,31506.3512086411,21585.3730753326,15561.8063920542,11164.0368469077,7744.42394629482,3747.44496262021,1697.57185928505,194.282531684581,0,0,0,0,0,0,0,0,0
537,0,64372,64293.1566510853,63405.0788840449,62699.4114904048,61463.3473950024,62595.625587428,59310.8995177762,60518.5570368574,58811.4352704813,57042.6757233506,54925.1955696147,36632.2526443231,25132.0095039178,19005.9569963851,12958.0255384859,8592.18696937452,5783.92988179974,3683.14141162928,1885.03070933596,245.096539267807,0,0,0,0,0,0,0,0,0,0,0
538,0,64372,64706.8997325104,62669.971386896,61544.7522554065,59826.9045795738,58653.2481441194,57449.2318033458,39176.4893556229,32182.9932061592,24033.7167464502,16086.7981780922,11037.2884033347,7770.15547555096,4417.14864907962,2744.67211780546,1322.49141704205,67.8470769676556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,64372,63254.0835785659,60394.2592227737,62117.9577152838,60414.561143265,57878.8065745202,58683.884090632,55456.2843342969,52421.8923383836,36499.6519891505,26256.8977565077,20935.4414244353,14179.80554381,8284.06825020229,4492.54351740159,2337.08395404851,629.897635312829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,64372,64710.7913534982,62499.6959392258,58459.9731998213,59193.7353309624,55279.4609653244,52459.3008187652,52371.4602119897,47572.5415888407,44376.9888973573,29888.7177597807,22624.7958026981,18284.6800720655,13115.1874546397,9200.73339957094,5606.20104642156,2850.94495874492,1087.78837330722,31.6119114165668,0,0,0,0,0,0,0,0,0,0,0,0
541,0,64372,57361.2472825555,42728.1047676142,29856.7506408316,20669.2495765987,15554.3722668754,10304.5776230686,6298.41985086567,3934.88847822132,2248.85160627248,669.098600268821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,64372,65933.3111795274,62684.7688592036,57101.0600726472,53289.262083603,51763.9217528403,48243.1659119385,32294.6326575028,23863.7153623906,17462.1466306506,10790.5283014821,6627.15540929319,3480.25902564059,1229.91559811627,70.1282672819851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,0,64372,64267.2356698587,63706.1107214613,64043.8430884723,60608.1714639922,60631.2515440669,63600.2569181976,62796.6206422979,61330.800451379,62706.0646285082,60103.4364769908,64180.6441364273,61362.4365156157,59981.0306623092,59462.3312304278,55399.792598834,54602.6075386846,39384.5043673395,27541.7932967652,20054.3671827497,13572.1844780576,8082.81716285672,5309.16991564105,2572.18971653671,953.488847160965,21.6356649213957,0,0,0,0,0
544,0,64372,60131.0870192016,54853.2063402334,52461.7495623886,48832.1924873294,48353.4053381565,44673.6586342084,30997.9992233123,20878.6887659153,13147.1492718746,9637.39515765035,6075.39241168343,3613.58564464794,1291.1246733127,73.7075805430781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
