Sim No.,Lambda,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30
79,0,64372,63096.7815333339,61989.2605477711,59407.122324127,54038.336002365,53358.9249624254,48743.3665227492,48337.388860212,46318.0905433946,43392.9912507257,38545.5077798485,25726.5042193767,17506.2905798907,10937.8893536532,7168.24832368151,4308.73148826953,2071.68643928984,306.034793098849,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,64372,65292.8656259258,62001.9824786501,58535.8353940694,55704.6976631138,36168.7019846805,25624.2422630065,16946.8840602107,11524.9497760268,7761.72786296891,4207.91685912158,1496.89635395437,110.280450286017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,64372,62108.9602826791,57320.022983975,57347.8835535228,55599.7273211327,53069.0685762514,51062.4519408522,51170.7111371116,48399.1679933589,47304.2881957023,45787.8084310702,45675.1947314444,42458.2342678155,39800.2403320027,28853.9968609339,18582.787065863,13039.911142548,8310.10163858027,4822.54553308559,2462.82506056622,561.474693963865,0,0,0,0,0,0,0,0,0,0
82,0,64372,63589.4670116648,63107.7351555473,60174.9731742102,58231.645341784,56720.056171164,53866.1374697264,49968.1550730155,47643.0202255708,44272.8506921718,42568.5061375781,30561.2009457711,20697.5149012968,13264.0002125325,9278.24741677834,6406.65334631439,3178.51448345343,841.915550405701,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,64372,60178.6572805355,58158.2046971058,56470.0323172789,54661.159398334,53363.5718263381,49634.0574487028,48548.3384000265,49331.9173766822,48652.6883100818,47825.9174186826,46218.027796761,44290.6808242264,41551.7069906047,39977.6965656762,39634.8380867938,37405.6877047337,36911.8663325045,24870.6329373866,18438.8095485353,12453.513416228,8221.56958310018,4867.52391790939,2800.77052936088,904.018050975958,9.91030867079814,0,0,0,0,0
84,0,64372,59233.4328228316,57765.5401548185,55465.7550305773,39492.7789405233,24911.423150776,17642.2551759374,12293.8421353015,8348.46052315796,5671.23031529237,3474.51800685508,1885.01128476681,334.160195410048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,64372,62867.614868694,61573.6197624561,61687.8998298191,59808.4330247985,58588.1747519343,55147.4625587178,54724.149203128,53123.2606106662,51860.3285565038,49589.0489010542,48485.2862120263,47477.9037063564,41796.4814887121,40173.2246346165,35472.2510729336,25501.87347348,16958.5112068126,13183.7365504624,7991.85692659559,5352.86304593201,2253.8629312641,216.501018290028,0,0,0,0,0,0,0,0
86,0,64372,60610.7365568852,59557.653386619,54307.9389558176,49590.6986106394,48150.5527125353,46780.0356218197,45150.5656907783,43528.3930498949,43078.0953199334,39560.3894589289,26291.1764425496,17943.3944429294,12368.0428874186,8044.95806747973,4428.01220686239,1902.47997976987,228.349241227975,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,64372,61865.6927956364,45853.6891413371,30596.9808437912,21029.0697261197,15036.1582594487,10506.8012744841,6950.21688861515,4129.47783297391,2257.32583361335,669.643553613153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,64372,61660.2517722719,62320.6928622883,61074.9243061676,57178.8695190254,56657.835084856,54916.0957062397,50940.9643869304,49702.8960448931,46537.0565942278,43269.1605146257,43260.6227252979,43055.2628102863,40302.0841591479,38935.8743735294,25666.3426896548,18193.8387970113,10831.1369029729,6496.77859741223,3522.45588644614,1196.57427743135,16.116584557308,0,0,0,0,0,0,0,0,0
89,0,64372,64550.0053309993,63204.1886013037,61409.8899649233,57091.7531949356,52058.6265321081,49586.129797686,48536.7328408375,46828.8255830831,47895.1090796124,47380.8656682556,36529.9228879295,24714.5668581757,15933.8765793749,9851.77096560211,6247.81242561066,3792.95726547405,1295.83683243616,89.8834978720582,0,0,0,0,0,0,0,0,0,0,0,0
90,0,64372,62712.1063683285,57693.1544611776,55587.7688208356,54262.794228582,52195.2616655982,49305.2773546739,45324.9354164454,34357.0806654237,24695.4502781227,15321.7551291712,9030.86299696983,5193.36676779801,2691.7634160146,677.067169407354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,64372,63639.2752624707,62291.8413715893,56581.1988798299,57087.1736486639,55253.6528978826,51295.8297127045,47954.8250439614,32326.4891038089,22215.2904404714,15364.5938565123,10879.1134746629,7887.4624521597,4622.91933235277,2131.89706318445,475.962201385561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,64372,61944.9373320629,44640.3694716949,31153.8229756097,20992.0690617232,12898.07621879,8309.10724971208,4746.52396936854,2017.2100651976,349.503561106769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,64372,65485.4512616618,66405.7819864563,67382.6092065704,65253.7306545303,64230.7640641914,65429.5131644685,66243.095895775,47059.3907001976,30476.027458122,22049.1331702951,16647.859204329,11664.7394096396,7723.11285684278,5046.26461761931,2816.21928418542,1263.22060503763,93.4405275089912,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,64372,62618.9404206746,62125.2505664724,59118.1209127834,43245.0772279353,26878.0194602462,19491.381010073,12416.4517133975,8440.13630216401,4385.24069894958,1762.22637139295,162.348433609463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,64372,60261.4065545787,43772.4645394823,29599.5622919374,19747.1382569046,14454.6969466829,9200.56813466232,5417.12992280246,3257.44736713528,1645.33913855493,103.715000995816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,64372,62321.7930478691,64292.1033372725,65019.6265626473,59351.2379751519,39632.9858078172,26538.300363628,19057.332229904,12776.4582002873,7652.58735558593,4745.5525452259,2590.78922086782,683.267133878484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,64372,65860.7651809225,65813.362345937,58556.3193798493,40446.8362361985,29191.1122716489,19211.787158081,13226.7857076294,9350.39263033838,5251.11762993449,2713.25154263057,1127.93578168002,40.3793829054611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,64372,59902.183215596,58369.8431353577,44972.8030575903,33744.2485570128,21526.8862473789,17150.0903188378,10920.4852294939,7823.97970361317,4427.68346754671,2592.42303149653,991.867532234647,24.8467439570442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,64372,58815.8838132759,53132.2006684251,52319.3427539329,48895.8156570394,33536.9088372437,21238.4755898698,16031.9797181708,11047.5604036978,7177.88025525789,3812.47402609358,1555.71504249104,74.3653153384858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,64372,62135.8471265341,41997.0276266449,35120.279881465,25642.8214913093,19002.7726746625,14103.7711979535,10302.8780763203,7345.76308835987,4945.95620339673,2892.15851921835,1098.90720888327,11.8229227726122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,64372,62940.9254297487,58978.6608796651,38932.4174660212,26515.0061672231,18021.937547601,11640.9765478655,7290.84784381591,4590.84197237734,1828.35220225376,300.376333822422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.872303532274806,64372,59225.0803376045,59760.9655176157,61285.7658253319,55994.0397606449,54343.7779212749,53354.6120333643,51451.6965158388,47528.8245888087,49929.6689073298,47015.7171253062,45472.9212494343,40328.6004014158,39001.715744199,39421.6455401971,36311.4896835981,35983.2957956571,35150.920887448,33134.0075779165,31145.2795250482,30077.9969878099,28167.0878049921,27645.8447160837,25822.0082098101,20037.8919629421,14115.9852304427,9210.78767393337,5169.29413220475,2534.01109466764,420.063199292909,292.75275785256
103,0,64372,65028.6177740456,63410.8973481363,63874.2149874381,62748.6965847841,45660.244120632,34902.6796746681,27477.6608339755,19486.2578616691,13871.7588229249,8958.92826517179,4951.86230663548,3222.65281160361,1240.70162964847,61.4653606609844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,64372,59309.0011164959,57333.646986351,52286.4772657523,51830.4687400475,49574.7447246585,48696.5447472227,42759.7988892071,40935.2177300813,39769.0296026566,39342.306802634,38311.2821956963,38053.151942053,34529.0049228552,31563.7796902395,29480.5042319597,27907.7449284698,25007.8259340212,21801.8414366963,16766.8097595812,11884.9029432516,7516.13019635984,4934.44331093681,2302.00085981054,446.609431811797,0,0,0,0,0,0
105,0,64372,66179.7347059498,62915.4539197171,61724.5905404265,62087.98968338,58385.3713400543,37773.4071510692,27308.8092995657,19238.3587629597,12797.893904086,9218.69850379456,5737.13073143433,3298.95626163819,1307.42227267728,77.863874904421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,64372,62393.5416421724,57851.6095333697,53728.6002135881,52382.8868861422,46137.0851067447,34311.0011694093,22262.5081934108,16463.3721927367,10824.5801286409,6772.85086536209,4451.06557622377,1811.90663929184,310.202698293365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,64372,62661.0764551362,61166.4814931985,58694.9336648639,55091.3649473048,57609.6976893276,58153.3791260009,60493.0532228935,57410.3906318901,53711.964134086,33787.2902062573,25871.6614568644,19998.0088263446,13176.9998247969,8258.16179432763,5599.44306772547,2900.89434067945,1376.73164394038,92.7651133022448,0,0,0,0,0,0,0,0,0,0,0,0
108,0,64372,63991.0936318687,46843.5978876118,35787.5509006919,25104.6040326749,18937.8530627601,13436.9544734339,8985.15168483869,5455.33914940106,3712.37189378573,1773.77270695541,206.477825102285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,64372,60284.5138980755,57218.3413813029,53393.5363220943,35954.7195763814,22175.2385289246,15165.36740224,10357.9333371956,6190.4861168694,3476.45926579125,1251.10863601208,77.2516862695038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,64372,62725.1645839588,64675.2752907169,64167.1056544909,64004.4932584288,62091.0580122914,62672.8595758347,45051.7319550393,33309.9196118909,21505.9172633929,15366.0959945948,10630.6641504756,6234.06160882129,3395.73632338983,1627.79443351861,113.269578396054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,64372,62538.1967282494,60703.3580200729,59200.8073276316,60089.8892039951,56044.623727476,51157.9524382407,46825.6627559373,44146.8118114699,42922.7212164872,40680.4418673845,31232.8875374756,22483.4345038041,15431.8604405053,10523.2078961142,5935.4241521521,2928.13832279334,863.545509818663,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,64372,65371.8133959375,64081.683971687,59573.863149639,56038.5832264231,55716.2925366938,55176.1650107488,53145.6945834027,51443.6715736468,35027.2542859744,25110.8835939191,16095.3093155078,10488.4122951042,7052.41153149808,3723.05356564609,1433.58515075653,106.901829286934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,64372,59324.5939943673,57900.6001646466,56399.8614705876,53695.4407605982,34181.1385339862,22118.3817993284,15161.2764296656,9193.70146950287,5842.09951236063,2876.38702017073,1052.08922507595,14.3516130389952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,64372,64700.4301908262,64344.2841352266,61479.9345734812,59836.8773513749,58618.3321612994,56663.8954097029,57678.5064246396,58081.7549510067,55817.9396678031,54120.2295026254,53445.1202006824,51409.4437209427,49805.4174244027,45106.4731613186,35923.3176647376,25238.9121421242,15790.8330100792,9390.82530565634,5620.97938229699,2735.65574812814,504.151342485467,0,0,0,0,0,0,0,0,0
115,0,64372,61483.8485481223,61106.4246747013,60567.8425734394,57528.5661753717,39905.515758835,29949.3491238989,22335.0890529628,15493.7671046852,10528.74760409,6449.97593105732,3388.87548612084,1547.00276646499,156.451557528652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0.9630210731425,64372,66575.4274979717,64107.6251998195,62397.8795763374,58076.7870407909,54102.1256782085,54296.5987373014,54584.4596082873,55833.7500797279,54538.848517112,55244.1203321125,53613.0261895202,54448.3222820041,49761.9750817367,45530.4348076772,44558.4380075879,41519.183401732,40632.9484789607,37033.1341948229,36459.8215467114,36314.1630325938,34906.9687935903,33939.6819727431,31013.3036860271,30167.065725488,27330.7447639253,25014.9129210643,23871.544328984,21271.6261619431,20414.6125746681,20291.3356729335
117,0,64372,64469.8437594751,61126.2216532075,59270.4349631238,56427.895643612,46838.6817042999,36709.2670413812,28177.7182975978,18465.8674050455,13438.3894470741,8202.34771458867,5223.75402909289,3283.55594807767,1672.50084699182,198.896285397537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.930785433131718,64372,63553.2911207618,63751.8349134777,64029.5177375632,64413.5591884188,62944.2244749177,60499.0910160302,57359.1719379526,57960.3376742586,55846.4311054814,53669.572596628,54233.4127319515,54437.3945358725,52991.5099343808,50887.28272908,49945.1094843627,47304.3782226879,43424.2035244821,43868.2897482843,44728.0135744542,42934.714789524,41583.6061409591,40440.8114278105,39027.6067457373,37909.6560838581,35286.7542824157,25101.479736939,18939.249614257,13616.4820309851,8296.34967464494,5928.88286322917
119,0,64372,62194.7432668625,59978.4193657138,40679.0220716581,26247.3384147072,20065.8840187974,13063.8678628175,7498.95773995067,4396.52754243559,2205.42443157936,573.487706104006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,64372,63596.5380084526,62869.4983523119,62938.4606383828,61736.4865420247,56155.2604396133,56274.2106206866,54928.135179699,53954.252103798,41054.543771045,26781.8930234464,20848.3494781122,12831.7091872528,7901.1371911705,5162.77587154949,3155.66104251012,1200.97041557121,56.0154373552509,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,64372,61993.9622646137,61814.0526406501,60373.5716458522,56511.5365809142,52881.4804353281,48416.3181848482,45949.399079171,43920.8671303635,41545.4595222935,39210.6401014866,36475.6399239037,25353.5015735082,18654.206722004,12473.2156473413,8265.09672741745,4446.99117694261,1976.12839245355,297.339194799822,0,0,0,0,0,0,0,0,0,0,0,0
122,0,64372,66066.2937945184,62385.406368516,62352.7090193937,62345.9531418273,57501.1344852915,56006.0068314821,56577.8354761388,56480.2170778304,54353.5590408579,56966.7097220822,53599.2747341238,55381.4219960803,56700.472439977,55296.8650740255,53906.5295665187,52868.2479310384,50159.5667121195,33614.8622662221,23425.7871574527,18593.4663912098,14052.7069041015,8676.55666196162,4732.7822123424,2148.62862635913,489.457333519747,0,0,0,0,0
123,0,64372,60160.0132773131,55780.4040597035,51711.4697544514,51410.5853404939,46327.4194339859,34628.2518748187,27472.3488014957,20686.9869319738,14853.5094816131,8695.79813236964,5653.44594091152,3118.6776620308,1276.56285710864,61.3171434357404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,64372,59885.7389897507,58532.5125696487,56931.3680346194,55653.4402974375,51171.8465776238,50903.8423969696,48717.7200718856,45728.8801782464,45245.6090516648,42958.4059694771,42000.5611258928,38686.0286728584,35903.5941130703,31593.6524002419,20379.9529603445,14077.3030208524,9516.68888542331,5997.28336839207,2776.27859547425,822.009632852464,0,0,0,0,0,0,0,0,0,0
125,0,64372,67318.7188611774,67396.3053896515,63652.0386156403,60376.2300591308,59120.3615173578,57581.210045323,57851.3891742673,55214.3456652513,51680.8667861561,34620.5107884372,25805.5442907698,17537.0154879482,12017.3540644049,6970.57804848588,3712.62857275624,1589.31961128283,127.592502239483,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,64372,64082.5004523158,47836.9876043836,31701.2825007263,22399.7989320638,14409.6563709265,10395.3212979021,6366.20065150104,3389.07004379566,1828.02264328429,367.202902218908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.92699546301407,64372,61099.6832775462,55760.1410707255,55265.0072004294,51976.6705977334,48512.3762035751,45383.8392055761,42424.7893155194,41491.2631121265,40300.3228675817,38786.6266425368,34770.2950625046,32712.2926050889,32557.411770442,31594.7620021119,30141.4751173395,28142.4305777657,26486.9626942242,24339.5231045657,22528.7583091183,20795.9342145294,18673.5902735391,15916.1758007243,14760.3335379849,13465.524488708,11886.7333175915,10203.5111572322,9005.94614653438,7247.92034616894,6159.68606976032,6364.71187170366
128,0,64372,60015.3538366189,43242.6094106291,28221.4948188166,19640.1345833843,12314.4715194373,7768.8051870301,4577.9451271513,2367.71219705342,710.120222861604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,64372,63738.123203241,60570.9729527744,44009.4898656072,34381.3216251656,22681.5776311819,15868.2037585167,9537.09584089075,6945.80227852094,3629.71088024399,1870.29412196991,410.412153991872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,64372,63318.9472890302,60539.021642841,58201.0320593674,53948.1273746097,52074.1179874412,51908.7479693689,50943.2455041579,51565.3413636131,48041.0012815602,48875.6475756009,46883.6035111809,46600.2642116871,44886.4832687135,42302.1683591393,29943.6713123842,19437.130385676,12794.2793226442,8112.59793949801,5010.00390515686,2408.58382969377,707.32812466783,0,0,0,0,0,0,0,0,0
131,0,64372,58570.6999766355,56592.345445671,52333.92664231,49173.8769296191,45043.2162748264,42760.1600849238,41889.3168728929,40301.8603382427,39229.1705533865,38152.0164071192,37284.5153975723,37068.8467011269,35091.8314849431,33438.2754970905,31886.4615789933,23564.1185440947,14873.3107053472,10551.8145211951,7291.85077511494,3799.07406937201,1331.41865732481,58.5722668444419,0,0,0,0,0,0,0,0
132,0.935165959783795,64372,66233.4247086221,65308.4342040197,68404.6532156489,68911.5269289832,63085.0791153117,62043.5120230766,58627.5420420957,55756.3121117288,54922.6688380058,55676.7393735976,53133.4195794141,52496.0721890648,49776.0665152492,47673.1070247989,45733.6096702458,46782.0239559847,45198.646025994,44743.8817360982,44143.8616408674,41406.8343105561,40399.0643183032,38030.1566031353,37143.2197513034,34267.6769474055,31473.2051512816,30636.9757715019,26371.1189883209,17059.6231167069,9858.06143485011,6768.99765003908
133,0,64372,65253.7403740817,65000.2499058058,61613.532679294,62650.7985436439,63767.859244437,62126.1205631192,62276.7594297646,61900.6701575123,61228.4176194584,58333.8633946557,55909.1877676826,55190.9827051097,53292.9888716469,50875.851880605,49119.1494701503,46759.7583948387,46500.9566206837,32009.2773217671,21928.4977565628,14551.1215364366,9340.10750601664,5740.78629790999,3002.25586614635,929.332733766912,2.56641985626637,0,0,0,0,0
134,0,64372,63401.7082247928,64467.1048789065,64185.2315531937,62227.8975457336,62125.5964265563,58703.1614121044,58170.5170265301,55266.3378926048,54354.0825621695,49262.3873877794,38784.7865402233,25696.846750791,19875.0518439577,12642.5677786384,8392.37712354345,4432.99724062891,2084.40640043321,644.53299649856,0,0,0,0,0,0,0,0,0,0,0,0
